sub_category,model_id,brand,total_mentions,n_replicates,BRP@1,BRP@3,BRP@5,MRR,prompt_condition
cordless drills,gpt-5.5,WORX,3,40,0.0000,0.0000,0.0750,0.0175,needs-based-general
cordless drills,gpt-5.5,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,Avid Power,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,Bauer,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
cordless drills,gpt-5.5,Black+Decker,16,40,0.2500,0.3500,0.4000,0.3071,needs-based-detailed
cordless drills,gpt-5.5,Bosch,22,40,0.0500,0.1500,0.5500,0.1825,needs-based-detailed
cordless drills,gpt-5.5,Craftsman,9,40,0.0000,0.0500,0.2250,0.0554,needs-based-detailed
cordless drills,gpt-5.5,DeWalt,28,40,0.3250,0.6000,0.7000,0.4708,needs-based-detailed
cordless drills,gpt-5.5,Festool,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,FLEX,2,40,0.0000,0.0000,0.0500,0.0125,needs-based-detailed
cordless drills,gpt-5.5,Genesis,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,HART,3,40,0.0000,0.0000,0.0750,0.0187,needs-based-detailed
cordless drills,gpt-5.5,Hercules,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
cordless drills,gpt-5.5,Hilti,6,40,0.0000,0.1000,0.1500,0.0517,needs-based-detailed
cordless drills,gpt-5.5,Husky,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,HYCHIKA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,Hyper Tough,5,40,0.0000,0.0500,0.1250,0.0437,needs-based-detailed
cordless drills,gpt-5.5,IKEA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,Klein Tools,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,Kobalt,6,40,0.0000,0.1000,0.1500,0.0529,needs-based-detailed
cordless drills,gpt-5.5,Makita,24,40,0.0000,0.3500,0.6000,0.1883,needs-based-detailed
cordless drills,gpt-5.5,Masterforce,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,Matco Tools,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,Metabo HPT,5,40,0.0000,0.0500,0.1250,0.0400,needs-based-detailed
cordless drills,gpt-5.5,Milwaukee,23,40,0.1250,0.4750,0.5750,0.2988,needs-based-detailed
cordless drills,gpt-5.5,Porter-Cable,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-detailed
cordless drills,gpt-5.5,Ridgid,11,40,0.1000,0.1500,0.2750,0.1500,needs-based-detailed
cordless drills,gpt-5.5,Ryobi,18,40,0.1500,0.3000,0.4500,0.2437,needs-based-detailed
cordless drills,gpt-5.5,SKIL,8,40,0.0000,0.1500,0.2000,0.0738,needs-based-detailed
cordless drills,gpt-5.5,Snap-on,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,Tacklife,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,Warrior,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.5,WEN,5,40,0.0000,0.1000,0.1250,0.0425,needs-based-detailed
cordless drills,gpt-5.5,WORKPRO,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-detailed
cordless drills,gpt-5.5,WORX,3,40,0.0000,0.0250,0.0750,0.0196,needs-based-detailed
cordless drills,gpt-5.4-mini,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Avid Power,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Bauer,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Black+Decker,16,40,0.1750,0.3250,0.4000,0.2608,needs-based-general
cordless drills,gpt-5.4-mini,Bosch,30,40,0.0000,0.1500,0.7500,0.1996,needs-based-general
cordless drills,gpt-5.4-mini,Craftsman,11,40,0.0000,0.2000,0.2750,0.0854,needs-based-general
cordless drills,gpt-5.4-mini,DeWalt,33,40,0.6500,0.7250,0.8250,0.6988,needs-based-general
cordless drills,gpt-5.4-mini,Festool,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,FLEX,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Genesis,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,HART,4,40,0.0000,0.0000,0.1000,0.0225,needs-based-general
cordless drills,gpt-5.4-mini,Hercules,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Hilti,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
cordless drills,gpt-5.4-mini,Husky,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,HYCHIKA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Hyper Tough,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,IKEA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Klein Tools,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Kobalt,2,40,0.0000,0.0500,0.0500,0.0250,needs-based-general
cordless drills,gpt-5.4-mini,Makita,30,40,0.0000,0.6250,0.7500,0.2871,needs-based-general
cordless drills,gpt-5.4-mini,Masterforce,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Matco Tools,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Metabo HPT,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Milwaukee,26,40,0.0000,0.5500,0.6500,0.2617,needs-based-general
cordless drills,gpt-5.4-mini,Porter-Cable,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
cordless drills,gpt-5.4-mini,Ridgid,4,40,0.0500,0.0500,0.1000,0.0600,needs-based-general
cordless drills,gpt-5.4-mini,Ryobi,31,40,0.1250,0.2750,0.7750,0.3004,needs-based-general
cordless drills,gpt-5.4-mini,SKIL,7,40,0.0000,0.0250,0.1750,0.0421,needs-based-general
cordless drills,gpt-5.4-mini,Snap-on,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Tacklife,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,Warrior,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,WEN,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,WORKPRO,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gpt-5.4-mini,WORX,4,40,0.0000,0.0250,0.1000,0.0300,needs-based-general
cordless drills,gpt-5.4-mini,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,Avid Power,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,Bauer,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
cordless drills,gpt-5.4-mini,Black+Decker,16,40,0.1000,0.2250,0.4000,0.1971,needs-based-detailed
cordless drills,gpt-5.4-mini,Bosch,22,40,0.0000,0.0500,0.5500,0.1379,needs-based-detailed
cordless drills,gpt-5.4-mini,Craftsman,14,40,0.0000,0.2000,0.3500,0.1017,needs-based-detailed
cordless drills,gpt-5.4-mini,DeWalt,29,40,0.4000,0.7000,0.7250,0.5479,needs-based-detailed
cordless drills,gpt-5.4-mini,Festool,2,40,0.0000,0.0250,0.0500,0.0133,needs-based-detailed
cordless drills,gpt-5.4-mini,FLEX,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
cordless drills,gpt-5.4-mini,Genesis,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,HART,6,40,0.0000,0.0500,0.1500,0.0379,needs-based-detailed
cordless drills,gpt-5.4-mini,Hercules,2,40,0.0000,0.0250,0.0500,0.0133,needs-based-detailed
cordless drills,gpt-5.4-mini,Hilti,6,40,0.0500,0.0750,0.1500,0.0775,needs-based-detailed
cordless drills,gpt-5.4-mini,Husky,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,HYCHIKA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,Hyper Tough,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
cordless drills,gpt-5.4-mini,IKEA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,Klein Tools,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
cordless drills,gpt-5.4-mini,Kobalt,5,40,0.0500,0.0750,0.1250,0.0738,needs-based-detailed
cordless drills,gpt-5.4-mini,Makita,24,40,0.0500,0.4750,0.6000,0.2483,needs-based-detailed
cordless drills,gpt-5.4-mini,Masterforce,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,Matco Tools,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,Metabo HPT,2,40,0.0000,0.0250,0.0500,0.0133,needs-based-detailed
cordless drills,gpt-5.4-mini,Milwaukee,22,40,0.0750,0.4750,0.5500,0.2633,needs-based-detailed
cordless drills,gpt-5.4-mini,Porter-Cable,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-detailed
cordless drills,gpt-5.4-mini,Ridgid,10,40,0.0250,0.0750,0.2500,0.0863,needs-based-detailed
cordless drills,gpt-5.4-mini,Ryobi,25,40,0.2500,0.4000,0.6250,0.3596,needs-based-detailed
cordless drills,gpt-5.4-mini,SKIL,8,40,0.0000,0.1250,0.2000,0.0758,needs-based-detailed
cordless drills,gpt-5.4-mini,Snap-on,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,Tacklife,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,Warrior,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,WEN,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,WORKPRO,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gpt-5.4-mini,WORX,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,Avid Power,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,Bauer,3,40,0.0000,0.0000,0.0750,0.0150,needs-based-general
cordless drills,gemini-3.1-pro-preview,Black+Decker,17,40,0.0750,0.3750,0.4250,0.2267,needs-based-general
cordless drills,gemini-3.1-pro-preview,Bosch,25,40,0.0500,0.0750,0.6250,0.1883,needs-based-general
cordless drills,gemini-3.1-pro-preview,Craftsman,19,40,0.0000,0.2500,0.4750,0.1387,needs-based-general
cordless drills,gemini-3.1-pro-preview,DeWalt,29,40,0.5000,0.6000,0.7250,0.5692,needs-based-general
cordless drills,gemini-3.1-pro-preview,Festool,1,40,0.0000,0.0250,0.0250,0.0083,needs-based-general
cordless drills,gemini-3.1-pro-preview,FLEX,3,40,0.0000,0.0000,0.0750,0.0175,needs-based-general
cordless drills,gemini-3.1-pro-preview,Genesis,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,HART,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
cordless drills,gemini-3.1-pro-preview,Hercules,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,Hilti,3,40,0.0000,0.0000,0.0750,0.0150,needs-based-general
cordless drills,gemini-3.1-pro-preview,Husky,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,HYCHIKA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,Hyper Tough,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-general
cordless drills,gemini-3.1-pro-preview,IKEA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,Klein Tools,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,Kobalt,4,40,0.0000,0.0500,0.1000,0.0350,needs-based-general
cordless drills,gemini-3.1-pro-preview,Makita,22,40,0.0000,0.5000,0.5500,0.2292,needs-based-general
cordless drills,gemini-3.1-pro-preview,Masterforce,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,Matco Tools,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,Metabo HPT,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-general
cordless drills,gemini-3.1-pro-preview,Milwaukee,22,40,0.0000,0.5000,0.5500,0.2196,needs-based-general
cordless drills,gemini-3.1-pro-preview,Porter-Cable,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,Ridgid,9,40,0.0500,0.0500,0.2250,0.0850,needs-based-general
cordless drills,gemini-3.1-pro-preview,Ryobi,26,40,0.3250,0.4250,0.6500,0.4208,needs-based-general
cordless drills,gemini-3.1-pro-preview,SKIL,12,40,0.0000,0.1500,0.3000,0.0875,needs-based-general
cordless drills,gemini-3.1-pro-preview,Snap-on,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,Tacklife,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,Warrior,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,WEN,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,WORKPRO,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-3.1-pro-preview,WORX,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
cordless drills,gemini-3.1-pro-preview,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Avid Power,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Bauer,4,40,0.0000,0.0250,0.1000,0.0246,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Black+Decker,18,40,0.2000,0.4000,0.4500,0.3083,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Bosch,13,40,0.0250,0.1250,0.3250,0.1171,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Craftsman,15,40,0.0000,0.2000,0.3750,0.1083,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,DeWalt,22,40,0.1750,0.3500,0.5500,0.3063,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Festool,2,40,0.0000,0.0500,0.0500,0.0250,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,FLEX,5,40,0.0000,0.0500,0.1250,0.0383,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Genesis,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,HART,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Hercules,3,40,0.0000,0.0250,0.0750,0.0196,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Hilti,8,40,0.0500,0.1250,0.2000,0.0983,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Husky,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,HYCHIKA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Hyper Tough,6,40,0.0000,0.1250,0.1500,0.0563,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,IKEA,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Klein Tools,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Kobalt,4,40,0.0000,0.1000,0.1000,0.0458,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Makita,15,40,0.0000,0.2000,0.3750,0.1067,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Masterforce,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Matco Tools,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Metabo HPT,2,40,0.0000,0.0500,0.0500,0.0208,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Milwaukee,19,40,0.1000,0.3750,0.4750,0.2279,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Porter-Cable,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Ridgid,12,40,0.1000,0.1750,0.3000,0.1638,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Ryobi,21,40,0.3500,0.4000,0.5250,0.4050,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,SKIL,15,40,0.0000,0.2000,0.3750,0.1192,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Snap-on,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Tacklife,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,Warrior,2,40,0.0000,0.0250,0.0500,0.0146,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,WEN,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,WORKPRO,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-3.1-pro-preview,WORX,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
cordless drills,gemini-2.5-flash,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Avid Power,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Bauer,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Black+Decker,17,40,0.1750,0.3250,0.4250,0.2658,needs-based-general
cordless drills,gemini-2.5-flash,Bosch,21,40,0.0000,0.0250,0.5250,0.1300,needs-based-general
cordless drills,gemini-2.5-flash,Craftsman,15,40,0.0250,0.0750,0.3750,0.1108,needs-based-general
cordless drills,gemini-2.5-flash,DeWalt,31,40,0.5250,0.7250,0.7750,0.6196,needs-based-general
cordless drills,gemini-2.5-flash,Festool,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,FLEX,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-general
cordless drills,gemini-2.5-flash,Genesis,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,HART,9,40,0.0000,0.2000,0.2250,0.0717,needs-based-general
cordless drills,gemini-2.5-flash,Hercules,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Hilti,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
cordless drills,gemini-2.5-flash,Husky,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,HYCHIKA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Hyper Tough,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,IKEA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Klein Tools,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Kobalt,2,40,0.0000,0.0500,0.0500,0.0167,needs-based-general
cordless drills,gemini-2.5-flash,Makita,27,40,0.0000,0.4500,0.6750,0.2162,needs-based-general
cordless drills,gemini-2.5-flash,Masterforce,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Matco Tools,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Metabo HPT,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-general
cordless drills,gemini-2.5-flash,Milwaukee,26,40,0.0000,0.5250,0.6500,0.2842,needs-based-general
cordless drills,gemini-2.5-flash,Porter-Cable,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Ridgid,6,40,0.0500,0.0500,0.1500,0.0713,needs-based-general
cordless drills,gemini-2.5-flash,Ryobi,30,40,0.2250,0.5500,0.7500,0.4008,needs-based-general
cordless drills,gemini-2.5-flash,SKIL,2,40,0.0000,0.0250,0.0500,0.0187,needs-based-general
cordless drills,gemini-2.5-flash,Snap-on,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Tacklife,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,Warrior,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
cordless drills,gemini-2.5-flash,WEN,4,40,0.0000,0.0000,0.1000,0.0238,needs-based-general
cordless drills,gemini-2.5-flash,WORKPRO,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-general
cordless drills,gemini-2.5-flash,WORX,3,40,0.0000,0.0000,0.0750,0.0163,needs-based-general
cordless drills,gemini-2.5-flash,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-2.5-flash,Avid Power,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
cordless drills,gemini-2.5-flash,Bauer,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
cordless drills,gemini-2.5-flash,Black+Decker,18,40,0.2250,0.4250,0.4500,0.3187,needs-based-detailed
cordless drills,gemini-2.5-flash,Bosch,16,40,0.0000,0.0250,0.4000,0.0908,needs-based-detailed
cordless drills,gemini-2.5-flash,Craftsman,19,40,0.0000,0.2500,0.4750,0.1363,needs-based-detailed
cordless drills,gemini-2.5-flash,DeWalt,27,40,0.4000,0.5000,0.6750,0.4829,needs-based-detailed
cordless drills,gemini-2.5-flash,Festool,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-2.5-flash,FLEX,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-2.5-flash,Genesis,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-detailed
cordless drills,gemini-2.5-flash,HART,7,40,0.0000,0.1500,0.1750,0.0688,needs-based-detailed
cordless drills,gemini-2.5-flash,Hercules,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-2.5-flash,Hilti,1,40,0.0000,0.0250,0.0250,0.0125,needs-based-detailed
cordless drills,gemini-2.5-flash,Husky,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cordless drills,gemini-2.5-flash,HYCHIKA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
